Frequency(Hz),   Magnitude(dB)
   11.804, -12.111471
   11.929, -12.151025
   12.056, -12.194213
   12.184, -12.236863
   12.314, -12.278419
   12.445, -12.319047
   12.578, -12.358912
   12.711, -12.398155
   12.847, -12.436933
   12.983, -12.475282
   13.122, -12.513023
   13.261, -12.549959
   13.402, -12.586066
   13.545, -12.621470
   13.689, -12.656351
   13.835, -12.690847
   13.982, -12.725073
   14.131, -12.759124
   14.281, -12.792905
   14.433, -12.826211
   14.587, -12.858876
   14.742, -12.890893
   14.899, -12.922463
   15.057, -12.953797
   15.217, -12.984988
   15.379, -13.015970
   15.543, -13.046659
   15.708, -13.077001
   15.875, -13.106997
   16.044, -13.136650
   16.215, -13.166014
   16.388, -13.195222
   16.562, -13.224415
   16.738, -13.253646
   16.916, -13.282732
   17.096, -13.311522
   17.278, -13.339952
   17.462, -13.368151
   17.648, -13.396181
   17.836, -13.423998
   18.025, -13.451466
   18.217, -13.478510
   18.411, -13.505239
   18.607, -13.531755
   18.805, -13.558203
   19.005, -13.584703
   19.207, -13.611324
   19.412, -13.637783
   19.618, -13.663755
   19.827, -13.689194
   20.038, -13.714377
   20.251, -13.739490
   20.467, -13.764486
   20.684, -13.789293
   20.905, -13.813926
   21.127, -13.838505
   21.352, -13.863164
   21.579, -13.887834
   21.809, -13.912323
   22.041, -13.936443
   22.275, -13.960145
   22.512, -13.983401
   22.752, -14.006269
   22.994, -14.028929
   23.239, -14.051488
   23.486, -14.073907
   23.736, -14.096092
   23.988, -14.118062
   24.244, -14.139892
   24.501, -14.161672
   24.762, -14.183356
   25.026, -14.204843
   25.292, -14.226076
   25.561, -14.247154
   25.833, -14.268190
   26.108, -14.289232
   26.386, -14.310010
   26.667, -14.330231
   26.950, -14.349942
   27.237, -14.369511
   27.527, -14.389153
   27.820, -14.408736
   28.116, -14.428035
   28.415, -14.446939
   28.717, -14.465516
   29.023, -14.483847
   29.332, -14.502018
   29.644, -14.520072
   29.959, -14.538054
   30.278, -14.555947
   30.600, -14.573559
   30.926, -14.590601
   31.255, -14.607132
   31.587, -14.623408
   31.924, -14.639569
   32.263, -14.655535
   32.607, -14.671154
   32.953, -14.686335
   33.304, -14.701020
   33.658, -14.715180
   34.017, -14.728870
   34.379, -14.742280
   34.744, -14.755641
   35.114, -14.769265
   35.488, -14.782862
   35.865, -14.795939
   36.247, -14.807947
   36.633, -14.818901
   37.022, -14.828832
   37.416, -14.837543
   37.815, -14.844868
   38.217, -14.851003
   38.624, -14.856365
   39.035, -14.861330
   39.450, -14.865998
   39.870, -14.870334
   40.294, -14.874322
   40.723, -14.878055
   41.156, -14.881720
   41.594, -14.885491
   42.036, -14.889395
   42.484, -14.893448
   42.936, -14.897655
   43.393, -14.902289
   43.854, -14.907652
   44.321, -14.914012
   44.793, -14.921477
   45.269, -14.930209
   45.751, -14.940511
   46.238, -14.952854
   46.730, -14.967513
   47.227, -14.984789
   47.730, -15.005016
   48.237, -15.028435
   48.751, -15.054793
   49.269, -15.083751
   49.794, -15.115228
   50.323, -15.149191
   50.859, -15.185370
   51.400, -15.223338
   51.947, -15.262606
   52.500, -15.302634
