Frequency(Hz),   Magnitude(dB)
   11.804, -18.874329
   11.929, -18.841583
   12.056, -18.758621
   12.184, -18.667574
   12.314, -18.574654
   12.445, -18.480022
   12.578, -18.383884
   12.711, -18.286398
   12.847, -18.187771
   12.983, -18.088036
   13.122, -17.987066
   13.261, -17.884718
   13.402, -17.780958
   13.545, -17.676003
   13.689, -17.570044
   13.835, -17.463263
   13.982, -17.355839
   14.131, -17.247906
   14.281, -17.139408
   14.433, -17.030216
   14.587, -16.920214
   14.742, -16.809446
   14.899, -16.698175
   15.057, -16.586678
   15.217, -16.475130
   15.379, -16.363529
   15.543, -16.251873
   15.708, -16.140173
   15.875, -16.028530
   16.044, -15.917021
   16.215, -15.805794
   16.388, -15.695088
   16.562, -15.585131
   16.738, -15.476079
   16.916, -15.367874
   17.096, -15.260460
   17.278, -15.153916
   17.462, -15.048468
   17.648, -14.944319
   17.836, -14.841568
   18.025, -14.740213
   18.217, -14.640324
   18.411, -14.542159
   18.607, -14.445995
   18.805, -14.352137
   19.005, -14.260878
   19.207, -14.172466
   19.412, -14.086802
   19.618, -14.003769
   19.827, -13.923531
   20.038, -13.846557
   20.251, -13.773269
   20.467, -13.703842
   20.684, -13.638460
   20.905, -13.577376
   21.127, -13.520960
   21.352, -13.469630
   21.579, -13.423594
   21.809, -13.382948
   22.041, -13.347816
   22.275, -13.318456
   22.512, -13.295173
   22.752, -13.278368
   22.994, -13.268555
   23.239, -13.266156
   23.486, -13.270913
   23.736, -13.282026
   23.988, -13.298713
   24.244, -13.320724
   24.501, -13.348025
   24.762, -13.380477
   25.026, -13.417871
   25.292, -13.460018
   25.561, -13.506884
   25.833, -13.558428
   26.108, -13.614527
   26.386, -13.674729
   26.667, -13.738543
   26.950, -13.805785
   27.237, -13.876575
   27.527, -13.950883
   27.820, -14.028287
   28.116, -14.108249
   28.415, -14.190344
   28.717, -14.274276
   29.023, -14.359764
   29.332, -14.446486
   29.644, -14.534043
   29.959, -14.622015
   30.278, -14.709918
   30.600, -14.797014
   30.926, -14.882473
   31.255, -14.965752
   31.587, -15.046468
   31.924, -15.124122
   32.263, -15.197908
   32.607, -15.266933
   32.953, -15.330313
   33.304, -15.387160
   33.658, -15.436559
   34.017, -15.477638
   34.379, -15.509597
   34.744, -15.531617
   35.114, -15.543000
   35.488, -15.545477
   35.865, -15.541837
   36.247, -15.534761
   36.633, -15.524820
   37.022, -15.512120
   37.416, -15.496542
   37.815, -15.478041
   38.217, -15.456910
   38.624, -15.433662
   39.035, -15.408806
   39.450, -15.382565
   39.870, -15.355039
   40.294, -15.326364
   40.723, -15.296794
   41.156, -15.266680
   41.594, -15.236377
   42.036, -15.206120
   42.484, -15.176107
   42.936, -15.146584
   43.393, -15.118039
   43.854, -15.091024
   44.321, -15.066066
   44.793, -15.043576
   45.269, -15.023974
   45.751, -15.007888
   46.238, -14.996027
   46.730, -14.987998
   47.227, -14.982262
   47.730, -14.977331
   48.237, -14.972683
   48.751, -14.968362
   49.269, -14.964322
   49.794, -14.960790
   50.323, -14.958055
   50.859, -14.956193
   51.400, -14.955155
   51.947, -14.954845
   52.500, -14.955173
   53.058, -14.956035
   53.623, -14.957443
   54.194, -14.959897
   54.770, -14.963984
   55.353, -14.969727
   55.942, -14.976519
   56.537, -14.983786
   57.139, -14.991571
   57.747, -15.000054
   58.361, -15.008891
   58.982, -15.017789
   59.610, -15.026995
   60.244, -15.037374
   60.885, -15.049291
   61.533, -15.062261
   62.188, -15.075867
   62.850, -15.090128
   63.518, -15.105192
   64.194, -15.121212
   64.877, -15.138365
   65.568, -15.156823
   66.265, -15.176602
   66.970, -15.197661
   67.683, -15.220015
   68.403, -15.243932
   69.131, -15.269745
   69.867, -15.297295
   70.610, -15.326471
   71.361, -15.357951
   72.121, -15.392940
   72.888, -15.431969
   73.664, -15.474608
   74.448, -15.520357
   75.240, -15.568664
   76.040, -15.618774
   76.849, -15.669586
   77.667, -15.719914
   78.494, -15.768621
   79.329, -15.814832
   80.173, -15.857662
   81.026, -15.895573
   81.888, -15.922308
   82.759, -15.933772
   83.640, -15.929564
   84.530, -15.914991
   85.430, -15.893433
   86.339, -15.866772
   87.257, -15.836286
   88.186, -15.803349
   89.124, -15.770017
   90.072, -15.738752
   91.031, -15.712254
   91.999, -15.693805
   92.978, -15.687470
   93.968, -15.695811
   94.968, -15.715961
   95.978, -15.742681
   96.999, -15.771688
   98.032, -15.802571
   99.075, -15.835393
  100.129, -15.870406
  101.194, -15.907849
  102.271, -15.947909
  103.359, -15.990769
  104.459, -16.036123
  105.571, -16.082373
  106.694, -16.129740
  107.829, -16.179489
  108.977, -16.233555
  110.136, -16.291344
  111.308, -16.351477
  112.492, -16.412346
  113.689, -16.472294
  114.899, -16.529562
  116.122, -16.581867
  117.357, -16.624611
  118.606, -16.654516
  119.868, -16.671114
  121.144, -16.678198
  122.433, -16.679850
  123.735, -16.680122
  125.052, -16.682957
  126.383, -16.692457
  127.727, -16.713737
  129.087, -16.754925
  130.460, -16.818031
  131.848, -16.900198
  133.251, -16.993593
  134.669, -17.093678
  136.102, -17.195238
  137.550, -17.293230
  139.014, -17.384136
  140.493, -17.467567
  141.988, -17.543518
  143.499, -17.613274
  145.026, -17.677704
  146.569, -17.740244
  148.129, -17.804371
  149.705, -17.873613
  151.298, -17.951889
  152.908, -18.043898
  154.535, -18.152061
  156.179, -18.274405
  157.841, -18.406298
  159.520, -18.542896
  161.218, -18.677694
  162.933, -18.791595
  164.667, -18.862377
  166.419, -18.888083
  168.190, -18.894749
  169.979, -18.914959
  171.788, -18.963419
  173.616, -19.034397
  175.463, -19.117924
  177.330, -19.201464
  179.217, -19.271233
  181.124, -19.313349
  183.052, -19.327505
  184.999, -19.323576
  186.968, -19.315287
  188.957, -19.313349
  190.968, -19.322889
  193.000, -19.340878
  195.054, -19.362085
  197.129, -19.382063
  199.227, -19.399006
  201.347, -19.413940
  203.489, -19.427595
  205.654, -19.437424
  207.843, -19.440704
  210.054, -19.436632
  212.289, -19.420954
  214.548, -19.390759
  216.831, -19.348085
  219.138, -19.305792
  221.470, -19.291019
  223.827, -19.334003
  226.208, -19.442396
  228.615, -19.588575
  231.048, -19.727274
  233.506, -19.825357
  235.991, -19.882008
  238.502, -19.915495
  241.040, -19.945625
  243.605, -19.977636
  246.197, -20.011185
  248.816, -20.047600
  251.464, -20.086716
  254.140, -20.126865
  256.844, -20.163509
  259.577, -20.192890
  262.339, -20.215033
  265.130, -20.234415
  267.952, -20.256895
  270.803, -20.285212
  273.684, -20.319574
  276.596, -20.358929
  279.540, -20.402964
  282.514, -20.451811
  285.520, -20.505920
  288.558, -20.565880
  291.629, -20.632486
  294.732, -20.709236
  297.868, -20.796618
  301.037, -20.886459
  304.241, -20.945633
  307.478, -20.949751
  310.750, -20.906647
  314.056, -20.865534
  317.398, -20.863209
  320.775, -20.905485
  324.189, -20.978798
  327.638, -21.071960
  331.124, -21.186108
  334.648, -21.312153
  338.209, -21.413782
  341.807, -21.445326
  345.444, -21.406803
  349.120, -21.350706
  352.835, -21.328930
  356.589, -21.348011
  360.384, -21.373560
  364.218, -21.360102
  368.094, -21.296434
  372.011, -21.217871
  375.969, -21.172104
  379.970, -21.168861
  384.013, -21.179911
  388.099, -21.173613
  392.228, -21.145630
  396.402, -21.111677
  400.620, -21.084469
  404.883, -21.063839
  409.191, -21.041512
  413.545, -21.011379
  417.945, -20.977922
  422.393, -20.957521
  426.887, -20.956432
  431.429, -20.952034
  436.020, -20.908134
