Frequency(Hz),   Magnitude(dB)
   11.804, -18.247774
   11.929, -18.380949
   12.056, -18.590727
   12.184, -18.809519
   12.314, -19.027239
   12.445, -19.243992
   12.578, -19.459867
   12.711, -19.674967
   12.847, -19.889393
   12.983, -20.103102
   13.122, -20.315853
   13.261, -20.527388
   13.402, -20.737597
   13.545, -20.946543
   13.689, -21.154324
   13.835, -21.360996
   13.982, -21.566597
   14.131, -21.771137
   14.281, -21.974413
   14.433, -22.176157
   14.587, -22.376080
   14.742, -22.574093
   14.899, -22.770287
   15.057, -22.964756
   15.217, -23.157488
   15.379, -23.348307
   15.543, -23.537001
   15.708, -23.723391
   15.875, -23.907349
   16.044, -24.088760
   16.215, -24.267517
   16.388, -24.443628
   16.562, -24.617075
   16.738, -24.787754
   16.916, -24.955334
   17.096, -25.119478
   17.278, -25.279984
   17.462, -25.436766
   17.648, -25.589727
   17.836, -25.738632
   18.025, -25.883144
   18.217, -26.022989
   18.411, -26.158047
   18.607, -26.288218
   18.805, -26.413427
   19.005, -26.533560
   19.207, -26.648434
   19.412, -26.757519
   19.618, -26.860224
   19.827, -26.956253
   20.038, -27.045601
   20.251, -27.128160
   20.467, -27.203598
   20.684, -27.271530
   20.905, -27.331657
   21.127, -27.383780
   21.352, -27.427683
   21.579, -27.462959
   21.809, -27.489031
   22.041, -27.505369
   22.275, -27.511524
   22.512, -27.507055
   22.752, -27.491625
   22.994, -27.464970
   23.239, -27.426569
   23.486, -27.374096
   23.736, -27.304243
   23.988, -27.214317
   24.244, -27.103674
   24.501, -26.972647
   24.762, -26.821592
   25.026, -26.650826
   25.292, -26.460783
   25.561, -26.252092
   25.833, -26.025459
   26.108, -25.781590
   26.386, -25.520929
   26.667, -25.243975
   26.950, -24.951624
   27.237, -24.645151
   27.527, -24.325800
   27.820, -23.994509
   28.116, -23.652201
   28.415, -23.300032
   28.717, -22.939407
   29.023, -22.571854
   29.332, -22.198971
   29.644, -21.822451
   29.959, -21.444067
   30.278, -21.065681
   30.600, -20.689053
   30.926, -20.316004
   31.255, -19.948814
   31.587, -19.590069
   31.924, -19.242420
   32.263, -18.908407
   32.607, -18.590660
   32.953, -18.292034
   33.304, -18.015545
   33.658, -17.764431
   34.017, -17.542171
   34.379, -17.352571
   34.744, -17.202969
   35.114, -17.131382
   35.488, -17.139076
   35.865, -17.205904
   36.247, -17.283533
   36.633, -17.362465
   37.022, -17.442194
   37.416, -17.522461
   37.815, -17.603037
   38.217, -17.684065
   38.624, -17.765873
   39.035, -17.848753
   39.450, -17.932718
   39.870, -18.017658
   40.294, -18.103434
   40.723, -18.190052
   41.156, -18.277563
   41.594, -18.366020
   42.036, -18.455336
   42.484, -18.545353
   42.936, -18.635954
   43.393, -18.727238
   43.854, -18.819328
   44.321, -18.912310
   44.793, -19.006121
   45.269, -19.100693
   45.751, -19.196129
   46.238, -19.292673
   46.730, -19.390570
   47.227, -19.489737
   47.730, -19.590006
   48.237, -19.691149
   48.751, -19.792952
   49.269, -19.895334
   49.794, -19.998499
   50.323, -20.102737
   50.859, -20.208115
   51.400, -20.314548
   51.947, -20.421946
   52.500, -20.530180
   53.058, -20.639132
   53.623, -20.748812
   54.194, -20.859678
   54.770, -20.972303
   55.353, -21.086699
   55.942, -21.202238
   56.537, -21.318319
   57.139, -21.434958
   57.747, -21.551538
   58.361, -21.658365
   58.982, -21.746544
   59.610, -21.815353
   60.244, -21.874760
   60.885, -21.931435
   61.533, -21.985804
   62.188, -22.037842
   62.850, -22.088028
   63.518, -22.137005
   64.194, -22.185431
   64.877, -22.234035
   65.568, -22.283575
   66.265, -22.334700
   66.970, -22.388033
   67.683, -22.444317
   68.403, -22.504568
   69.131, -22.569845
   69.867, -22.639776
   70.610, -22.712421
   71.361, -22.787056
   72.121, -22.864567
   72.888, -22.946369
   73.664, -23.032162
   74.448, -23.121437
   75.240, -23.213678
   76.040, -23.308174
   76.849, -23.403847
   77.667, -23.499552
   78.494, -23.594168
   79.329, -23.686878
   80.173, -23.776831
   81.026, -23.862082
   81.888, -23.931799
   82.759, -23.982193
   83.640, -24.016495
   84.530, -24.047020
   85.430, -24.077570
   86.339, -24.108530
   87.257, -24.139450
   88.186, -24.169859
   89.124, -24.199829
   90.072, -24.229744
   91.031, -24.260103
   91.999, -24.291714
   92.978, -24.325279
   93.968, -24.360352
   94.968, -24.396160
   95.978, -24.432247
   96.999, -24.468901
   98.032, -24.506031
   99.075, -24.543680
  100.129, -24.582050
  101.194, -24.621323
  102.271, -24.661640
  103.359, -24.703146
  104.459, -24.746002
  105.571, -24.791527
  106.694, -24.841536
  107.829, -24.897493
  108.977, -24.959227
  110.136, -25.025570
  111.308, -25.094772
  112.492, -25.164816
  113.689, -25.233595
  114.899, -25.298807
  116.122, -25.356424
  117.357, -25.397814
  118.606, -25.421864
  119.868, -25.432529
  121.144, -25.438126
  122.433, -25.439577
  123.735, -25.436836
  125.052, -25.429457
  126.383, -25.416861
  127.727, -25.398573
  129.087, -25.375053
  130.460, -25.345720
  131.848, -25.310709
  133.251, -25.270800
  134.669, -25.228481
  136.102, -25.185780
  137.550, -25.145346
  139.014, -25.111988
  140.493, -25.095188
  141.988, -25.102617
  143.499, -25.136410
  145.026, -25.189901
  146.569, -25.254168
  148.129, -25.319077
  149.705, -25.373499
  151.298, -25.403910
  152.908, -25.397060
  154.535, -25.349442
  156.179, -25.268194
  157.841, -25.169060
  159.520, -25.067965
  161.218, -24.981148
  162.933, -24.921375
  164.667, -24.890238
  166.419, -24.876585
  168.190, -24.875937
  169.979, -24.895441
  171.788, -24.947258
  173.616, -25.025103
  175.463, -25.117393
  177.330, -25.211748
  179.217, -25.295002
  181.124, -25.353807
  183.052, -25.385578
  184.999, -25.397556
  186.968, -25.406281
  188.957, -25.422882
  190.968, -25.451353
  193.000, -25.485334
  195.054, -25.523260
  197.129, -25.567404
  199.227, -25.618698
  201.347, -25.678656
  203.489, -25.746489
  205.654, -25.819555
  207.843, -25.891834
  210.054, -25.940252
  212.289, -25.940615
  214.548, -25.889324
  216.831, -25.809906
  219.138, -25.728264
  221.470, -25.658407
  223.827, -25.607302
  226.208, -25.576668
  228.615, -25.558901
  231.048, -25.547405
  233.506, -25.551104
  235.991, -25.588814
  238.502, -25.667200
  241.040, -25.767635
  243.605, -25.865107
  246.197, -25.945385
  248.816, -26.008894
  251.464, -26.062983
  254.140, -26.113213
  256.844, -26.161196
  259.577, -26.207485
  262.339, -26.251572
  265.130, -26.290237
  267.952, -26.304449
  270.803, -26.261049
  273.684, -26.152781
  276.596, -26.008038
  279.540, -25.870474
  282.514, -25.754526
  285.520, -25.663038
  288.558, -25.595434
  291.629, -25.567627
  294.732, -25.597723
  297.868, -25.682816
  301.037, -25.789776
  304.241, -25.878284
  307.478, -25.933338
  310.750, -25.957058
  314.056, -25.951899
  317.398, -25.914736
  320.775, -25.847950
  324.189, -25.757164
  327.638, -25.648872
  331.124, -25.521854
  334.648, -25.385248
  338.209, -25.274799
  341.807, -25.231661
  345.444, -25.254831
  349.120, -25.296267
  352.835, -25.310358
  356.589, -25.286476
  360.384, -25.232746
  364.218, -25.148897
  368.094, -25.039492
  372.011, -24.927282
  375.969, -24.841642
  379.970, -24.787979
  384.013, -24.749123
  388.099, -24.705574
  392.228, -24.655857
  396.402, -24.617699
  400.620, -24.617565
  404.883, -24.652849
  409.191, -24.682650
  413.545, -24.667404
  417.945, -24.624315
  422.393, -24.609407
  426.887, -24.644835
  431.429, -24.684095
  436.020, -24.668062
  440.660, -24.595392
  445.348, -24.510750
  450.087, -24.446213
  454.876, -24.408720
  459.717, -24.402084
  464.608, -24.409203
  469.552, -24.396599
  474.548, -24.342819
  479.598, -24.254028
  484.701, -24.148863
  489.858, -24.070217
  495.071, -24.064182
  500.339, -24.116497
  505.663, -24.158764
  511.043, -24.169447
  516.481, -24.233017
  521.977, -24.376753
  527.531, -24.514307
  533.144, -24.550705
  538.817, -24.489269
  544.550, -24.394144
  550.345, -24.301367
  556.201, -24.240705
  562.119, -24.242331
  568.100, -24.294077
  574.145, -24.323118
  580.255, -24.300341
  586.429, -24.330568
  592.669, -24.457975
  598.975, -24.595461
  605.349, -24.631807
  611.790, -24.603714
  618.300, -24.581139
  624.879, -24.563469
  631.528, -24.525146
  638.248, -24.463581
  645.039, -24.447657
  651.903, -24.497515
  658.839, -24.569752
  665.850, -24.538368
  672.935, -24.395645
  680.095, -24.275570
  687.332, -24.233212
  694.645, -24.248558
  702.037, -24.288965
  709.507, -24.368713
  717.057, -24.454395
  724.686, -24.463408
  732.398, -24.398626
  740.191, -24.305286
  748.067, -24.270971
  756.027, -24.331863
  764.071, -24.452301
  772.201, -24.490582
  780.418, -24.437492
  788.722, -24.375423
  797.115, -24.349615
  805.597, -24.302401
  814.169, -24.204885
  822.832, -24.134550
  831.587, -24.093897
  840.436, -24.077112
  849.379, -24.030706
  858.417, -23.946632
  867.551, -23.897554
  876.782, -23.873528
  886.111, -23.914713
  895.540, -23.941971
  905.069, -23.922676
  914.700, -23.838350
  924.433, -23.731379
  934.269, -23.667318
  944.210, -23.652891
  954.257, -23.657379
  964.411, -23.615131
  974.673, -23.517607
  985.044, -23.380194
  995.526, -23.289045
 1006.119, -23.225937
 1016.824, -23.212229
 1027.644, -23.191145
 1038.579, -23.109154
 1049.630, -22.982433
 1060.799, -22.906900
 1072.086, -22.895697
 1083.494, -22.858574
 1095.023, -22.752808
 1106.674, -22.631029
 1118.450, -22.548740
 1130.351, -22.489189
 1142.379, -22.414263
 1154.534, -22.302603
 1166.819, -22.191402
 1179.235, -22.054651
 1191.783, -21.934687
 1204.464, -21.858017
 1217.280, -21.845829
 1230.233, -21.787844
 1243.323, -21.687445
 1256.553, -21.592823
 1269.923, -21.532282
 1283.436, -21.453648
 1297.093, -21.375250
 1310.895, -21.347498
 1324.843, -21.286089
 1338.940, -21.212845
 1353.188, -21.094517
 1367.586, -21.025393
 1382.138, -20.955084
 1396.845, -20.932590
 1411.708, -20.870405
 1426.730, -20.780457
 1441.911, -20.676434
 1457.254, -20.604742
 1472.760, -20.520781
 1488.431, -20.450314
 1504.269, -20.367836
 1520.275, -20.328705
 1536.452, -20.263168
 1552.801, -20.237963
 1569.323, -20.166555
 1586.022, -20.122452
 1602.898, -20.008587
 1619.954, -19.874908
 1637.191, -19.790697
 1654.612, -19.770391
 1672.218, -19.763226
 1690.011, -19.691774
 1707.994, -19.614996
 1726.168, -19.543194
 1744.536, -19.484472
 1763.099, -19.449623
 1781.859, -19.396456
 1800.819, -19.334351
 1819.981, -19.211540
 1839.347, -19.048611
 1858.918, -18.820740
 1878.698, -18.581367
 1898.689, -18.300676
 1918.892, -18.027700
 1939.310, -17.754417
 1959.946, -17.552546
 1980.801, -17.352137
 2001.878, -17.200661
 2023.179, -17.080261
 2044.707, -16.959230
 2066.464, -16.850645
 2088.452, -16.687225
 2110.674, -16.532110
 2133.133, -16.371881
 2155.831, -16.233984
 2178.771, -16.089275
 2201.954, -15.946796
 2225.384, -15.797378
 2249.063, -15.662878
 2272.995, -15.484604
 2297.181, -15.332312
 2321.624, -15.143787
 2346.328, -14.973005
 2371.294, -14.805956
 2396.526, -14.658195
 2422.027, -14.527444
 2447.798, -14.354102
 2473.844, -14.180918
 2500.168, -13.996101
 2526.771, -13.860166
 2553.657, -13.746245
 2580.830, -13.602308
 2608.291, -13.461197
 2636.045, -13.327707
 2664.094, -13.176156
 2692.442, -13.094912
 2721.091, -13.009747
 2750.045, -12.934497
 2779.307, -12.820802
 2808.881, -12.735672
 2838.769, -12.695783
 2868.975, -12.661340
 2899.503, -12.659841
 2930.355, -12.664894
 2961.536, -12.674263
 2993.049, -12.707956
 3024.896, -12.754283
 3057.083, -12.808274
 3089.612, -12.877598
 3122.488, -12.992746
 3155.713, -13.114263
 3189.292, -13.257642
 3223.228, -13.403279
 3257.525, -13.576695
 3292.187, -13.751938
 3327.218, -13.934669
 3362.621, -14.157315
 3398.402, -14.429786
 3434.563, -14.719114
 3471.108, -14.989433
 3508.043, -15.263161
 3545.371, -15.564607
 3583.096, -15.867208
 3621.222, -16.139750
 3659.754, -16.394564
 3698.696, -16.645456
 3738.052, -16.867710
 3777.827, -17.081676
 3818.026, -17.293461
 3858.652, -17.503155
 3899.710, -17.690283
 3941.206, -17.859640
 3983.142, -18.048143
 4025.525, -18.218561
 4068.360, -18.392632
 4111.649, -18.568634
 4155.400, -18.732819
 4199.616, -18.828577
