Frequency(Hz),   Magnitude(dB)
   11.804, -20.093296
   11.929, -20.080521
   12.056, -20.032492
   12.184, -19.979105
   12.314, -19.924799
   12.445, -19.869755
   12.578, -19.814157
   12.711, -19.758184
   12.847, -19.702005
   12.983, -19.645681
   13.122, -19.589077
   13.261, -19.532028
   13.402, -19.474512
   13.545, -19.416706
   13.689, -19.358812
   13.835, -19.301012
   13.982, -19.243446
   14.131, -19.186241
   14.281, -19.129326
   14.433, -19.072557
   14.587, -19.015779
   14.742, -18.959047
   14.899, -18.902575
   15.057, -18.846619
   15.217, -18.791309
   15.379, -18.736633
   15.543, -18.682541
   15.708, -18.629015
   15.875, -18.576099
   16.044, -18.523861
   16.215, -18.472372
   16.388, -18.421833
   16.562, -18.372425
   16.738, -18.324236
   16.916, -18.277163
   17.096, -18.231070
   17.278, -18.185972
   17.462, -18.142035
   17.648, -18.099388
   17.836, -18.058025
   18.025, -18.017887
   18.217, -17.978947
   18.411, -17.941360
   18.607, -17.905306
   18.805, -17.870985
   19.005, -17.838587
   19.207, -17.808226
   19.412, -17.779705
   19.618, -17.752748
   19.827, -17.727404
   20.038, -17.703989
   20.251, -17.682760
   20.467, -17.663765
   20.684, -17.647001
   20.905, -17.632542
   21.127, -17.620596
   21.352, -17.611370
   21.579, -17.604876
   21.809, -17.601002
   22.041, -17.599640
   22.275, -17.600836
   22.512, -17.604635
   22.752, -17.611197
   22.994, -17.620762
   23.239, -17.633764
   23.486, -17.652159
   23.736, -17.678961
   23.988, -17.716951
   24.244, -17.767117
   24.501, -17.829409
   24.762, -17.903564
   25.026, -17.989231
   25.292, -18.086063
   25.561, -18.193830
   25.833, -18.312313
   26.108, -18.441158
   26.386, -18.579668
   26.667, -18.727089
   26.950, -18.882965
   27.237, -19.047092
   27.527, -19.219112
   27.820, -19.398218
   28.116, -19.583511
   28.415, -19.774117
   28.717, -19.969303
   29.023, -20.168308
   29.332, -20.370262
   29.644, -20.574244
   29.959, -20.779213
   30.278, -20.984056
   30.600, -21.187376
   30.926, -21.387619
   31.255, -21.583469
   31.587, -21.773754
   31.924, -21.957092
   32.263, -22.131788
   32.607, -22.295971
   32.953, -22.447727
   33.304, -22.585114
   33.658, -22.706047
   34.017, -22.808456
   34.379, -22.890253
   34.744, -22.948713
   35.114, -22.975193
   35.488, -22.965645
   35.865, -22.920721
   36.247, -22.847460
   36.633, -22.748446
   37.022, -22.624975
   37.416, -22.478182
   37.815, -22.309315
   38.217, -22.120148
   38.624, -21.912735
   39.035, -21.689276
   39.450, -21.451796
   39.870, -21.202349
   40.294, -20.943123
   40.723, -20.676596
   41.156, -20.405497
   41.594, -20.132692
   42.036, -19.861090
   42.484, -19.593746
   42.936, -19.333929
   43.393, -19.085323
   43.854, -18.851868
   44.321, -18.637680
   44.793, -18.446943
   45.269, -18.284081
   45.751, -18.153934
   46.238, -18.063854
   46.730, -18.041597
   47.227, -18.093348
   47.730, -18.203411
   48.237, -18.333717
   48.751, -18.469347
   49.269, -18.609228
   49.794, -18.753677
   50.323, -18.903091
   50.859, -19.057640
   51.400, -19.217384
   51.947, -19.382326
   52.500, -19.552483
   53.058, -19.727848
   53.623, -19.908567
   54.194, -20.095232
   54.770, -20.288557
   55.353, -20.488688
   55.942, -20.695131
   56.537, -20.907438
   57.139, -21.125776
   57.747, -21.349998
   58.361, -21.574356
   58.982, -21.795811
   59.610, -22.017160
   60.244, -22.247780
   60.885, -22.491680
   61.533, -22.747484
   62.188, -23.013317
   62.850, -23.287703
   63.518, -23.569128
   64.194, -23.856001
   64.877, -24.146629
   65.568, -24.439156
   66.265, -24.731474
   66.970, -25.021271
   67.683, -25.306160
   68.403, -25.583820
   69.131, -25.848845
   69.867, -26.058203
   70.610, -26.135159
   71.361, -26.058083
   72.121, -25.869003
   72.888, -25.627882
   73.664, -25.346891
   74.448, -25.034222
   75.240, -24.698616
   76.040, -24.349167
   76.849, -23.995296
   77.667, -23.646923
   78.494, -23.314713
