Frequency(Hz),   Magnitude(dB)
   11.804, -24.794128
   11.929, -24.788734
   12.056, -24.753351
   12.184, -24.712992
   12.314, -24.671370
   12.445, -24.628656
   12.578, -24.585028
   12.711, -24.540670
   12.847, -24.495745
   12.983, -24.450293
   13.122, -24.404179
   13.261, -24.357220
   13.402, -24.309402
   13.545, -24.260904
   13.689, -24.211899
   13.835, -24.162567
   13.982, -24.113041
   14.131, -24.063454
   14.281, -24.013731
   14.433, -23.963705
   14.587, -23.913231
   14.742, -23.862335
   14.899, -23.811260
   15.057, -23.760225
   15.217, -23.709389
   15.379, -23.658718
   15.543, -23.608154
   15.708, -23.557680
   15.875, -23.507339
   16.044, -23.457190
   16.215, -23.407312
   16.388, -23.357908
   16.562, -23.309149
   16.738, -23.261122
   16.916, -23.213724
   17.096, -23.166830
   17.278, -23.120464
   17.462, -23.074762
   17.648, -23.029884
   17.836, -22.985823
   18.025, -22.942528
   18.217, -22.899963
   18.411, -22.858295
   18.607, -22.817730
   18.805, -22.778460
   19.005, -22.740683
   19.207, -22.704523
   19.412, -22.669804
   19.618, -22.636267
   19.827, -22.603970
   20.038, -22.573240
   20.251, -22.544363
   20.467, -22.517405
   20.684, -22.492363
   20.905, -22.469368
   21.127, -22.448629
   21.352, -22.430391
   21.579, -22.414684
   21.809, -22.401436
   22.041, -22.390566
   22.275, -22.382149
   22.512, -22.376278
   22.752, -22.373140
   22.994, -22.373035
   23.239, -22.376291
   23.486, -22.383728
   23.736, -22.396454
   23.988, -22.415562
   24.244, -22.441427
   24.501, -22.474060
   24.762, -22.513283
   25.026, -22.558867
   25.292, -22.610590
   25.561, -22.668356
   25.833, -22.732107
   26.108, -22.801653
   26.386, -22.876495
   26.667, -22.956081
   26.950, -23.040165
   27.237, -23.128809
   27.527, -23.221893
   27.820, -23.318926
   28.116, -23.419275
   28.415, -23.522419
   28.717, -23.627989
   29.023, -23.735565
   29.332, -23.844717
   29.644, -23.954933
   29.959, -24.065660
   30.278, -24.176281
   30.600, -24.285892
   30.926, -24.393515
   31.255, -24.498442
   31.587, -24.600121
   31.924, -24.697847
   32.263, -24.790623
   32.607, -24.877348
   32.953, -24.956902
   33.304, -25.028179
   33.658, -25.090004
   34.017, -25.141230
   34.379, -25.180788
   34.744, -25.206490
   35.114, -25.205780
   35.488, -25.177263
   35.865, -25.127495
   36.247, -25.072067
   36.633, -25.014175
   37.022, -24.953991
   37.416, -24.891369
   37.815, -24.826147
   38.217, -24.758564
   38.624, -24.689062
   39.035, -24.618048
   39.450, -24.545658
   39.870, -24.471907
   40.294, -24.396826
   40.723, -24.320538
   41.156, -24.243301
   41.594, -24.165333
   42.036, -24.086725
   42.484, -24.007542
   42.936, -23.927874
   43.393, -23.848059
   43.854, -23.768488
   44.321, -23.689484
   44.793, -23.611280
   45.269, -23.534105
   45.751, -23.458366
   46.238, -23.384432
   46.730, -23.310314
   47.227, -23.234062
   47.730, -23.155146
   48.237, -23.075176
   48.751, -22.994980
   49.269, -22.914581
