Frequency(Hz),   Magnitude(dB)
   11.804, -14.869488
   11.929, -14.928525
   12.056, -15.005921
   12.184, -15.084382
   12.314, -15.161444
   12.445, -15.237233
   12.578, -15.311908
   12.711, -15.385607
   12.847, -15.458449
   12.983, -15.530473
   13.122, -15.601460
   13.261, -15.671221
   13.402, -15.739686
   13.545, -15.806991
   13.689, -15.873276
   13.835, -15.938671
   13.982, -16.003271
   14.131, -16.067162
   14.281, -16.130201
   14.433, -16.192204
   14.587, -16.252947
   14.742, -16.312429
   14.899, -16.370817
   15.057, -16.428291
   15.217, -16.484934
   15.379, -16.540665
   15.543, -16.595358
   15.708, -16.648958
   15.875, -16.701424
   16.044, -16.752745
   16.215, -16.802956
   16.388, -16.852152
   16.562, -16.900467
   16.738, -16.947903
   16.916, -16.994280
   17.096, -17.039387
   17.278, -17.083181
   17.462, -17.125723
   17.648, -17.167067
   17.836, -17.207138
   18.025, -17.245773
   18.217, -17.282869
   18.411, -17.318497
   18.607, -17.352747
   18.805, -17.385727
   19.005, -17.417540
   19.207, -17.448204
   19.412, -17.477409
   19.618, -17.504812
   19.827, -17.530346
   20.038, -17.554234
   20.251, -17.576626
   20.467, -17.597475
   20.684, -17.616655
   20.905, -17.634153
   21.127, -17.650074
   21.352, -17.664490
   21.579, -17.677326
   21.809, -17.688330
   22.041, -17.697315
   22.275, -17.704176
   22.512, -17.708872
   22.752, -17.711409
   22.994, -17.711924
   23.239, -17.710373
   23.486, -17.705288
   23.736, -17.694382
   23.988, -17.675667
   24.244, -17.648623
   24.501, -17.613401
   24.762, -17.570112
   25.026, -17.518841
   25.292, -17.459747
   25.561, -17.393126
   25.833, -17.319347
   26.108, -17.238728
   26.386, -17.151293
   26.667, -17.057081
   26.950, -16.956476
   27.237, -16.850227
   27.527, -16.738987
   27.820, -16.623026
   28.116, -16.502628
   28.415, -16.378178
   28.717, -16.250298
   29.023, -16.119684
   29.332, -15.987022
   29.644, -15.853042
   29.959, -15.718483
   30.278, -15.584123
   30.600, -15.450558
   30.926, -15.318369
   31.255, -15.188530
   31.587, -15.062261
   31.924, -14.940740
   32.263, -14.824945
   32.607, -14.715900
   32.953, -14.614704
   33.304, -14.522588
   33.658, -14.440875
   34.017, -14.371023
   34.379, -14.314738
   34.744, -14.274484
   35.114, -14.259326
   35.488, -14.272570
   35.865, -14.312779
   36.247, -14.371784
   36.633, -14.447292
   37.022, -14.538381
   37.416, -14.643929
   37.815, -14.762775
   38.217, -14.894023
   38.624, -15.036905
   39.035, -15.190519
   39.450, -15.353621
   39.870, -15.524688
   40.294, -15.702121
   40.723, -15.884343
   41.156, -16.069712
   41.594, -16.256493
   42.036, -16.442663
   42.484, -16.626007
   42.936, -16.804251
   43.393, -16.975147
   43.854, -17.136370
