Frequency(Hz),   Magnitude(dB)
   11.804, -9.401815
   11.929, -9.421952
   12.056, -9.431123
   12.184, -9.437848
   12.314, -9.443470
   12.445, -9.448144
   12.578, -9.452037
   12.711, -9.455336
   12.847, -9.458179
   12.983, -9.460622
   13.122, -9.462496
   13.261, -9.463640
   13.402, -9.464004
   13.545, -9.463759
   13.689, -9.463087
   13.835, -9.462145
   13.982, -9.461056
   14.131, -9.459954
   14.281, -9.458735
   14.433, -9.457232
   14.587, -9.455279
   14.742, -9.452897
   14.899, -9.450307
   15.057, -9.447738
   15.217, -9.445312
   15.379, -9.442982
   15.543, -9.440693
   15.708, -9.438390
   15.875, -9.436123
   16.044, -9.433914
   16.215, -9.431845
   16.388, -9.430078
   16.562, -9.428791
   16.738, -9.428029
   16.916, -9.427685
   17.096, -9.427607
   17.278, -9.427789
   17.462, -9.428370
   17.648, -9.429468
   17.836, -9.431068
   18.025, -9.433073
   18.217, -9.435455
   18.411, -9.438333
   18.607, -9.441885
   18.805, -9.446293
   19.005, -9.451717
   19.207, -9.458263
   19.412, -9.465706
   19.618, -9.473768
   19.827, -9.482460
   20.038, -9.492108
   20.251, -9.502954
   20.467, -9.515009
   20.684, -9.528257
   20.905, -9.542781
   21.127, -9.558758
   21.352, -9.576388
   21.579, -9.595679
   21.809, -9.616488
   22.041, -9.638710
   22.275, -9.662383
   22.512, -9.687537
   22.752, -9.714325
   22.994, -9.742992
   23.239, -9.773782
   23.486, -9.806977
   23.736, -9.842924
   23.988, -9.882051
   24.244, -9.924518
   24.501, -9.970397
   24.762, -10.019576
   25.026, -10.071904
   25.292, -10.127260
   25.561, -10.185646
   25.833, -10.247108
   26.108, -10.311590
   26.386, -10.378726
   26.667, -10.448099
   26.950, -10.519643
   27.237, -10.593571
   27.527, -10.669967
   27.820, -10.748525
   28.116, -10.828839
   28.415, -10.910639
   28.717, -10.993770
   29.023, -11.078114
   29.332, -11.163500
   29.644, -11.249742
   29.959, -11.336607
   30.278, -11.423814
   30.600, -11.510843
   30.926, -11.597103
   31.255, -11.682299
   31.587, -11.766334
   31.924, -11.848956
   32.263, -11.929667
   32.607, -12.007904
   32.953, -12.083099
   33.304, -12.154738
   33.658, -12.222238
   34.017, -12.285137
   34.379, -12.343064
   34.744, -12.395354
   35.114, -12.438905
   35.488, -12.473501
   35.865, -12.501037
   36.247, -12.525728
   36.633, -12.548527
   37.022, -12.569558
