Frequency(Hz),   Magnitude(dB)
   11.804, -12.575386
   11.929, -12.625745
   12.056, -12.688035
   12.184, -12.751037
   12.314, -12.813154
   12.445, -12.874543
   12.578, -12.935351
   12.711, -12.995728
   12.847, -13.055810
   12.983, -13.115617
   13.122, -13.174978
   13.261, -13.233667
   13.402, -13.291661
   13.545, -13.349057
   13.689, -13.406044
   13.835, -13.462723
   13.982, -13.519207
   14.131, -13.575574
   14.281, -13.631700
   14.433, -13.687388
   14.587, -13.742417
   14.742, -13.796788
   14.899, -13.850675
   15.057, -13.904239
   15.217, -13.957583
   15.379, -14.010605
   15.543, -14.063190
   15.708, -14.115256
   15.875, -14.166777
   16.044, -14.217726
   16.215, -14.268118
   16.388, -14.318059
   16.562, -14.367651
   16.738, -14.416900
   16.916, -14.465603
   17.096, -14.513533
   17.278, -14.560626
   17.462, -14.606926
   17.648, -14.652475
   17.836, -14.697163
   18.025, -14.740805
   18.217, -14.783270
   18.411, -14.824599
   18.607, -14.864849
   18.805, -14.904095
   19.005, -14.942402
   19.207, -14.979752
   19.412, -15.015795
   19.618, -15.050121
   19.827, -15.082645
   20.038, -15.113513
   20.251, -15.142850
   20.467, -15.170507
   20.684, -15.196335
   20.905, -15.220233
   21.127, -15.242237
   21.352, -15.262366
   21.579, -15.280427
   21.809, -15.296124
   22.041, -15.309162
   22.275, -15.319350
   22.512, -15.326537
   22.752, -15.330647
   22.994, -15.331696
   23.239, -15.329745
   23.486, -15.325185
   23.736, -15.318808
   23.988, -15.311452
   24.244, -15.303527
   24.501, -15.295142
   24.762, -15.286271
   25.026, -15.276811
   25.292, -15.266726
   25.561, -15.256113
   25.833, -15.245115
   26.108, -15.233770
   26.386, -15.221847
   26.667, -15.209051
   26.950, -15.195460
   27.237, -15.181440
   27.527, -15.167247
   27.820, -15.152745
   28.116, -15.137750
   28.415, -15.122169
   28.717, -15.106099
   29.023, -15.089640
   29.332, -15.072906
   29.644, -15.055970
   29.959, -15.038904
   30.278, -15.021750
   30.600, -15.004324
   30.926, -14.986395
   31.255, -14.968031
   31.587, -14.949546
   31.924, -14.931136
   32.263, -14.912741
   32.607, -14.894285
   32.953, -14.875706
   33.304, -14.857022
   33.658, -14.838243
   34.017, -14.819498
   34.379, -14.801026
   34.744, -14.783021
   35.114, -14.764611
   35.488, -14.745239
   35.865, -14.724767
   36.247, -14.703978
   36.633, -14.683155
   37.022, -14.662263
   37.416, -14.641048
   37.815, -14.619295
   38.217, -14.597135
   38.624, -14.574888
   39.035, -14.552864
   39.450, -14.531077
   39.870, -14.509397
   40.294, -14.487693
   40.723, -14.465981
   41.156, -14.444317
   41.594, -14.422740
   42.036, -14.401171
   42.484, -14.379465
   42.936, -14.357494
   43.393, -14.335368
   43.854, -14.313217
   44.321, -14.291129
   44.793, -14.269040
   45.269, -14.246902
   45.751, -14.224807
   46.238, -14.203915
   46.730, -14.194531
   47.227, -14.203939
   47.730, -14.232492
   48.237, -14.270960
   48.751, -14.314294
   49.269, -14.361648
   49.794, -14.412837
   50.323, -14.467686
   50.859, -14.525790
   51.400, -14.586541
   51.947, -14.649307
   52.500, -14.713378
   53.058, -14.777984
   53.623, -14.842487
   54.194, -14.906634
   54.770, -14.970231
   55.353, -15.032488
   55.942, -15.091913
   56.537, -15.147007
   57.139, -15.196821
   57.747, -15.240504
   58.361, -15.276664
   58.982, -15.305846
   59.610, -15.330320
   60.244, -15.353240
   60.885, -15.375686
   61.533, -15.397334
   62.188, -15.417883
   62.850, -15.437504
   63.518, -15.456469
   64.194, -15.475111
   64.877, -15.493761
   65.568, -15.512773
   66.265, -15.532342
   66.970, -15.552657
   67.683, -15.573952
   68.403, -15.596715
   69.131, -15.621536
   69.867, -15.648256
   70.610, -15.675535
   71.361, -15.702399
   72.121, -15.728852
   72.888, -15.755655
   73.664, -15.783074
   74.448, -15.811352
   75.240, -15.840766
   76.040, -15.871441
   76.849, -15.903208
   77.667, -15.935855
   78.494, -15.969332
   79.329, -16.003868
   80.173, -16.039785
   81.026, -16.077305
   81.888, -16.117249
   82.759, -16.161081
   83.640, -16.210184
   84.530, -16.265104
   85.430, -16.325466
   86.339, -16.390272
   87.257, -16.457766
   88.186, -16.526131
   89.124, -16.593962
   90.072, -16.660078
   91.031, -16.723320
   91.999, -16.782597
   92.978, -16.834711
   93.968, -16.872702
   94.968, -16.896046
   95.978, -16.909187
   96.999, -16.919577
   98.032, -16.928230
   99.075, -16.935705
  100.129, -16.942738
  101.194, -16.950119
  102.271, -16.958612
  103.359, -16.969019
  104.459, -16.981834
  105.571, -16.996050
  106.694, -17.010715
  107.829, -17.025475
  108.977, -17.041241
  110.136, -17.058470
  111.308, -17.077080
  112.492, -17.096865
  113.689, -17.117645
  114.899, -17.139275
  116.122, -17.161472
  117.357, -17.183722
  118.606, -17.206245
  119.868, -17.229786
  121.144, -17.255524
  122.433, -17.283888
  123.735, -17.315069
  125.052, -17.348831
  126.383, -17.384844
  127.727, -17.423500
  129.087, -17.471554
  130.460, -17.536453
  131.848, -17.622482
  133.251, -17.725452
  134.669, -17.838469
  136.102, -17.953323
  137.550, -18.061701
  139.014, -18.156031
  140.493, -18.226187
  141.988, -18.267395
  143.499, -18.282104
  145.026, -18.280407
  146.569, -18.271479
  148.129, -18.263832
  149.705, -18.266069
  151.298, -18.284941
  152.908, -18.324287
  154.535, -18.386112
  156.179, -18.468134
  157.841, -18.565161
  159.520, -18.667599
  161.218, -18.763372
  162.933, -18.825727
  164.667, -18.812958
  166.419, -18.705454
  168.190, -18.527651
  169.979, -18.335163
  171.788, -18.175913
  173.616, -18.079597
  175.463, -18.071400
  177.330, -18.150600
  179.217, -18.290827
  181.124, -18.445181
  183.052, -18.581303
  184.999, -18.676270
  186.968, -18.711687
  188.957, -18.684172
  190.968, -18.607586
  193.000, -18.505459
  195.054, -18.401049
  197.129, -18.318430
  199.227, -18.277514
  201.347, -18.281090
  203.489, -18.317089
  205.654, -18.365360
  207.843, -18.411995
  210.054, -18.448502
  212.289, -18.471447
  214.548, -18.482145
  216.831, -18.484753
  219.138, -18.487329
  221.470, -18.505163
  223.827, -18.555023
  226.208, -18.641701
  228.615, -18.748121
  231.048, -18.846670
  233.506, -18.918308
  235.991, -18.964058
  238.502, -18.995485
  241.040, -19.023775
  243.605, -19.056091
  246.197, -19.096258
  248.816, -19.147198
  251.464, -19.206560
  254.140, -19.268024
  256.844, -19.320433
  259.577, -19.358521
  262.339, -19.384745
  265.130, -19.407436
  267.952, -19.431461
  270.803, -19.458099
  273.684, -19.487074
  276.596, -19.517092
  279.540, -19.546516
  282.514, -19.573458
  285.520, -19.597441
  288.558, -19.620283
  291.629, -19.647675
  294.732, -19.685677
  297.868, -19.734825
  301.037, -19.788418
  304.241, -19.836796
  307.478, -19.876781
  310.750, -19.909885
  314.056, -19.939535
  317.398, -19.966135
  320.775, -19.989948
  324.189, -20.012878
  327.638, -20.039131
  331.124, -20.073027
  334.648, -20.112278
  338.209, -20.139425
  341.807, -20.130962
  345.444, -20.086174
  349.120, -20.033873
  352.835, -20.003284
  356.589, -20.000803
