Frequency(Hz),   Magnitude(dB)
   11.804, -17.700270
   11.929, -17.698023
   12.056, -17.667961
   12.184, -17.632885
   12.314, -17.596193
   12.445, -17.558058
   12.578, -17.518644
   12.711, -17.478121
   12.847, -17.436628
   12.983, -17.394209
   13.122, -17.350718
   13.261, -17.305962
   13.402, -17.259909
   13.545, -17.212727
   13.689, -17.164579
   13.835, -17.115629
   13.982, -17.066008
   14.131, -17.015831
   14.281, -16.965000
   14.433, -16.913343
   14.587, -16.860714
   14.742, -16.807110
   14.899, -16.752764
   15.057, -16.697895
   15.217, -16.642624
   15.379, -16.586908
   15.543, -16.530689
   15.708, -16.473940
   15.875, -16.416676
   16.044, -16.358944
   16.215, -16.300808
   16.388, -16.242439
   16.562, -16.184029
   16.738, -16.125626
   16.916, -16.067118
   17.096, -16.008360
   17.278, -15.949367
   17.462, -15.890257
   17.648, -15.831160
   17.836, -15.772078
   18.025, -15.712914
   18.217, -15.653641
   18.411, -15.594405
   18.607, -15.535387
   18.805, -15.476757
   19.005, -15.418715
   19.207, -15.361364
   19.412, -15.304501
   19.618, -15.247847
   19.827, -15.191450
   20.038, -15.135629
   20.251, -15.080632
   20.467, -15.026512
   20.684, -14.973270
   20.905, -14.920989
   21.127, -14.869894
   21.352, -14.820186
   21.579, -14.771890
   21.809, -14.724901
   22.041, -14.679146
   22.275, -14.634669
   22.512, -14.591550
   22.752, -14.549950
   22.994, -14.510162
   23.239, -14.472373
   23.486, -14.436246
   23.736, -14.401115
   23.988, -14.366446
   24.244, -14.332152
   24.501, -14.298314
   24.762, -14.264924
   25.026, -14.231908
   25.292, -14.199240
   25.561, -14.167055
   25.833, -14.135496
   26.108, -14.104649
   26.386, -14.074271
   26.667, -14.044109
   26.950, -14.014258
   27.237, -13.985085
   27.527, -13.956891
   27.820, -13.929553
   28.116, -13.902884
   28.415, -13.876842
   28.717, -13.851512
   29.023, -13.827042
   29.332, -13.803537
   29.644, -13.781098
   29.959, -13.759808
   30.278, -13.739726
   30.600, -13.720688
   30.926, -13.702454
   31.255, -13.685148
   31.587, -13.669066
   31.924, -13.654424
   32.263, -13.641159
   32.607, -13.629227
   32.953, -13.618563
   33.304, -13.609187
   33.658, -13.601117
   34.017, -13.594494
   34.379, -13.589555
   34.744, -13.586484
   35.114, -13.584325
   35.488, -13.582357
   35.865, -13.580319
   36.247, -13.578976
   36.633, -13.578638
   37.022, -13.579299
   37.416, -13.580744
   37.815, -13.582785
   38.217, -13.585572
   38.624, -13.589476
   39.035, -13.594812
   39.450, -13.601655
   39.870, -13.609900
   40.294, -13.619458
   40.723, -13.630353
   41.156, -13.642706
   41.594, -13.656587
   42.036, -13.671953
   42.484, -13.688690
   42.936, -13.706726
   43.393, -13.726199
   43.854, -13.747288
   44.321, -13.770127
   44.793, -13.794683
   45.269, -13.820962
   45.751, -13.849107
   46.238, -13.879246
   46.730, -13.909860
   47.227, -13.940659
   47.730, -13.972893
   48.237, -14.009224
   48.751, -14.050279
   49.269, -14.095620
   49.794, -14.145036
   50.323, -14.198320
   50.859, -14.255042
   51.400, -14.314553
   51.947, -14.376165
   52.500, -14.439130
   53.058, -14.502648
   53.623, -14.566008
   54.194, -14.628934
   54.770, -14.691157
   55.353, -14.751822
   55.942, -14.809397
   56.537, -14.862307
   57.139, -14.909527
   57.747, -14.949748
   58.361, -14.976848
   58.982, -14.985612
   59.610, -14.975801
   60.244, -14.953164
   60.885, -14.921851
   61.533, -14.882684
   62.188, -14.836342
   62.850, -14.784065
   63.518, -14.727299
   64.194, -14.667587
   64.877, -14.606577
   65.568, -14.546014
   66.265, -14.487592
   66.970, -14.433063
   67.683, -14.384329
   68.403, -14.343673
   69.131, -14.313763
   69.867, -14.298655
   70.610, -14.299603
   71.361, -14.312495
   72.121, -14.330604
   72.888, -14.349815
   73.664, -14.369977
   74.448, -14.391350
   75.240, -14.414231
   76.040, -14.438745
   76.849, -14.464752
   77.667, -14.492059
   78.494, -14.520605
   79.329, -14.550651
   80.173, -14.582542
   81.026, -14.616362
   81.888, -14.651308
   82.759, -14.686814
   83.640, -14.722871
   84.530, -14.760464
   85.430, -14.800102
   86.339, -14.841562
   87.257, -14.883927
   88.186, -14.926265
   89.124, -14.968110
   90.072, -15.009296
   91.031, -15.049717
   91.999, -15.089604
   92.978, -15.129495
   93.968, -15.169812
   94.968, -15.209912
   95.978, -15.248963
   96.999, -15.286334
