Frequency(Hz),   Magnitude(dB)
   11.804, -19.448851
   11.929, -19.462845
   12.056, -19.461012
   12.184, -19.455557
   12.314, -19.448343
   12.445, -19.439514
   12.578, -19.429216
   12.711, -19.417608
   12.847, -19.404831
   12.983, -19.390898
   13.122, -19.375635
   13.261, -19.358850
   13.402, -19.340483
   13.545, -19.320681
   13.689, -19.299589
   13.835, -19.277361
   13.982, -19.254089
   14.131, -19.229881
   14.281, -19.204609
   14.433, -19.178082
   14.587, -19.150114
   14.742, -19.120705
   14.899, -19.090038
   15.057, -19.058306
   15.217, -19.025618
   15.379, -18.991903
   15.543, -18.957056
   15.708, -18.921021
   15.875, -18.883793
   16.044, -18.845373
   16.215, -18.805815
   16.388, -18.765242
   16.562, -18.723797
   16.738, -18.681501
   16.916, -18.638214
   17.096, -18.593733
   17.278, -18.548025
   17.462, -18.501188
   17.648, -18.453316
   17.836, -18.404333
   18.025, -18.354124
   18.217, -18.302595
   18.411, -18.249855
   18.607, -18.196014
   18.805, -18.141218
   19.005, -18.085588
   19.207, -18.029173
   19.412, -17.971727
   19.618, -17.912899
   19.827, -17.852659
   20.038, -17.791288
   20.251, -17.728975
   20.467, -17.665682
   20.684, -17.601330
   20.905, -17.535963
   21.127, -17.469696
   21.352, -17.402668
   21.579, -17.334824
   21.809, -17.265985
   22.041, -17.195978
   22.275, -17.124771
   22.512, -17.052334
   22.752, -16.978758
   22.994, -16.904219
   23.239, -16.828796
   23.486, -16.751900
   23.736, -16.672558
   23.988, -16.589985
   24.244, -16.504013
   24.501, -16.414719
   24.762, -16.322115
   25.026, -16.226145
   25.292, -16.126806
   25.561, -16.024240
   25.833, -15.918648
   26.108, -15.810143
   26.386, -15.698541
   26.667, -15.583626
   26.950, -15.465569
   27.237, -15.344805
   27.527, -15.221692
   27.820, -15.096221
   28.116, -14.968282
   28.415, -14.837936
   28.717, -14.705394
   29.023, -14.570917
   29.332, -14.434755
   29.644, -14.297160
   29.959, -14.158367
   30.278, -14.018590
   30.600, -13.877872
   30.926, -13.736176
   31.255, -13.593805
   31.587, -13.451314
   31.924, -13.309155
   32.263, -13.167536
   32.607, -13.026648
   32.953, -12.886761
   33.304, -12.748200
   33.658, -12.611308
   34.017, -12.476578
   34.379, -12.344638
   34.744, -12.217704
   35.114, -12.112710
   35.488, -12.034391
   35.865, -11.978738
   36.247, -11.929214
   36.633, -11.882452
   37.022, -11.838338
   37.416, -11.796705
   37.815, -11.757423
   38.217, -11.720729
   38.624, -11.687038
   39.035, -11.656775
   39.450, -11.630038
   39.870, -11.606832
   40.294, -11.587121
   40.723, -11.571017
   41.156, -11.558699
   41.594, -11.550349
   42.036, -11.545994
   42.484, -11.545603
   42.936, -11.549200
   43.393, -11.557000
   43.854, -11.569277
   44.321, -11.586261
   44.793, -11.608031
   45.269, -11.634673
