Frequency(Hz),   Magnitude(dB)
   11.804, -16.273678
   11.929, -16.272823
   12.056, -16.245222
   12.184, -16.212816
   12.314, -16.178890
   12.445, -16.143597
   12.578, -16.107101
   12.711, -16.069572
   12.847, -16.031151
   12.983, -15.991879
   13.122, -15.951582
   13.261, -15.910078
   13.402, -15.867335
   13.545, -15.823499
   13.689, -15.778738
   13.835, -15.733212
   13.982, -15.687042
   14.131, -15.640336
   14.281, -15.592978
   14.433, -15.544803
   14.587, -15.495633
   14.742, -15.445472
   14.899, -15.394540
   15.057, -15.343047
   15.217, -15.291097
   15.379, -15.238632
   15.543, -15.185598
   15.708, -15.131930
   15.875, -15.077641
   16.044, -15.022751
   16.215, -14.967323
   16.388, -14.911511
   16.562, -14.855474
   16.738, -14.799256
   16.916, -14.742712
   17.096, -14.685690
   17.278, -14.628156
   17.462, -14.570229
   17.648, -14.512018
   17.836, -14.453480
   18.025, -14.394506
   18.217, -14.335024
   18.411, -14.275168
   18.607, -14.215082
   18.805, -14.154898
   19.005, -14.094786
   19.207, -14.034813
   19.412, -13.974735
   19.618, -13.914238
   19.827, -13.853331
   20.038, -13.792274
   20.251, -13.731297
   20.467, -13.670387
   20.684, -13.609507
   20.905, -13.548671
   21.127, -13.488058
   21.352, -13.427821
   21.579, -13.367929
   21.809, -13.308218
   22.041, -13.248529
   22.275, -13.188861
   22.512, -13.129205
   22.752, -13.069685
   22.994, -13.010481
   23.239, -12.951777
   23.486, -12.893506
   23.736, -12.835554
   23.988, -12.777902
   24.244, -12.720672
   24.501, -12.663945
   24.762, -12.607743
   25.026, -12.552001
   25.292, -12.496683
   25.561, -12.441925
   25.833, -12.387907
   26.108, -12.334686
   26.386, -12.282069
   26.667, -12.229792
   26.950, -12.177939
   27.237, -12.126926
   27.527, -12.077027
   27.820, -12.028155
   28.116, -11.980134
   28.415, -11.932901
   28.717, -11.886590
   29.023, -11.841320
   29.332, -11.797255
   29.644, -11.754464
   29.959, -11.713079
   30.278, -11.673142
   30.600, -11.634506
   30.926, -11.596960
   31.255, -11.560619
   31.587, -11.525817
   31.924, -11.492768
   32.263, -11.461432
   32.607, -11.431770
   32.953, -11.403730
   33.304, -11.377370
   33.658, -11.352706
   34.017, -11.329889
   34.379, -11.309186
   34.744, -11.291514
   35.114, -11.283614
   35.488, -11.287216
   35.865, -11.300342
   36.247, -11.315706
   36.633, -11.331886
   37.022, -11.348798
   37.416, -11.366198
   37.815, -11.383879
