Frequency(Hz),   Magnitude(dB)
   11.804, -13.419827
   11.929, -13.514388
   12.056, -13.654946
   12.184, -13.800488
   12.314, -13.944984
   12.445, -14.088552
   12.578, -14.231309
   12.711, -14.373396
   12.847, -14.514932
   12.983, -14.655896
   13.122, -14.796082
   13.261, -14.935261
   13.402, -15.073363
   13.545, -15.210477
   13.689, -15.346743
   13.835, -15.482252
   13.982, -15.617071
   14.131, -15.751267
   14.281, -15.884660
   14.433, -16.017023
   14.587, -16.148129
   14.742, -16.277916
   14.899, -16.406532
   15.057, -16.534111
   15.217, -16.660696
   15.379, -16.786169
   15.543, -16.910376
   15.708, -17.033184
   15.875, -17.154524
   16.044, -17.274338
   16.215, -17.392603
   16.388, -17.509367
   16.562, -17.624706
   16.738, -17.738556
   16.916, -17.850679
   17.096, -17.960808
   17.278, -18.068823
   17.462, -18.174717
   17.648, -18.278469
   17.836, -18.379948
   18.025, -18.478884
   18.217, -18.575108
   18.411, -18.668604
   18.607, -18.759369
   18.805, -18.847414
   19.005, -18.932747
   19.207, -19.015291
   19.412, -19.094641
   19.618, -19.170309
   19.827, -19.242144
   20.038, -19.310244
   20.251, -19.374636
   20.467, -19.435139
   20.684, -19.491503
   20.905, -19.543571
   21.127, -19.591288
   21.352, -19.634609
   21.579, -19.673271
   21.809, -19.706886
   22.041, -19.735069
   22.275, -19.757570
   22.512, -19.774139
   22.752, -19.784620
   22.994, -19.788940
   23.239, -19.786875
   23.486, -19.776993
   23.736, -19.757246
   23.988, -19.725952
   24.244, -19.682734
   24.501, -19.627819
   24.762, -19.561394
   25.026, -19.483610
   25.292, -19.394695
   25.561, -19.295067
   25.833, -19.185183
   26.108, -19.065481
   26.386, -18.936104
   26.667, -18.797222
   26.950, -18.649391
   27.237, -18.493494
   27.527, -18.330364
   27.820, -18.160492
   28.116, -17.984324
   28.415, -17.802481
   28.717, -17.615826
   29.023, -17.425274
   29.332, -17.231815
   29.644, -17.036446
   29.959, -16.840223
   30.278, -16.644228
   30.600, -16.449427
   30.926, -16.256756
   31.255, -16.067560
   31.587, -15.883489
   31.924, -15.706149
   32.263, -15.536978
   32.607, -15.377493
   32.953, -15.229300
   33.304, -15.094172
   33.658, -14.973989
   34.017, -14.870825
   34.379, -14.787007
   34.744, -14.726649
